UTCTIME,UNIXTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT
Apr 17 2021 19:06:45.800 UTC,1618711605.800,2871,34.49497820,-116.95774080,21,3,0,0,1,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:44.900 UTC,1618711604.900,2871,34.49497830,-116.95774080,21,3,0,0,132,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.000 UTC,1618711605.000,2871,34.49497830,-116.95774080,21,3,0,0,-21,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.100 UTC,1618711605.100,2871,34.49497830,-116.95774090,21,3,0,0,-25,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.200 UTC,1618711605.200,2871,34.49497830,-116.95774090,21,3,0,0,164,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.300 UTC,1618711605.300,2871,34.49497820,-116.95774080,21,3,0,0,71,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.400 UTC,1618711605.400,2871,34.49497820,-116.95774090,21,3,0,0,-125,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.500 UTC,1618711605.500,2871,34.49497820,-116.95774090,21,3,0,0,-26,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.600 UTC,1618711605.600,2871,34.49497820,-116.95774080,21,3,0,0,40,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.700 UTC,1618711605.700,2871,34.49497820,-116.95774080,21,3,0,0,-164,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.800 UTC,1618711605.800,2871,34.49497820,-116.95774080,21,3,0,0,1,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:45.900 UTC,1618711605.900,2871,34.49497820,-116.95774080,21,3,0,0,-152,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:46.000 UTC,1618711606.000,2871,34.49497810,-116.95774080,21,3,0,0,-152,0x03,1,12,19,187,4.025
Apr 17 2021 19:06:46.100 UTC,1618711606.100,2871,34.49497810,-116.95774080,21,3,0,0,-168,0x03,1,13,19,187,4.025
Apr 17 2021 19:06:46.200 UTC,1618711606.200,2871,34.49497810,-116.95774080,21,3,0,0,26,0x03,1,13,19,187,4.025
Apr 17 2021 19:06:46.300 UTC,1618711606.300,2871,34.49497800,-116.95774080,21,3,0,0,-7,0x03,1,13,19,187,4.025
Apr 17 2021 19:06:46.400 UTC,1618711606.400,2871,34.49497800,-116.95774080,21,3,0,0,90,0x03,1,13,19,187,4.025
Apr 17 2021 19:06:46.500 UTC,1618711606.500,2871,34.49497800,-116.95774080,21,3,0,0,101,0x03,1,13,19,187,4.025
Apr 17 2021 19:06:46.600 UTC,1618711606.600,2871,34.49497800,-116.95774080,21,3,0,0,-56,0x03,1,13,19,187,4.025
Apr 17 2021 19:06:46.700 UTC,1618711606.700,2871,34.49497790,-116.95774080,21,3,0,0,-126,0x03,1,12,19,188,4.025
Apr 17 2021 19:06:46.800 UTC,1618711606.800,2871,34.49497790,-116.95774080,21,3,0,0,55,0x03,1,12,19,188,4.025
Apr 17 2021 19:06:46.900 UTC,1618711606.900,2871,34.49497790,-116.95774080,21,3,0,0,148,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.000 UTC,1618711607.000,2871,34.49497780,-116.95774080,21,3,0,0,-106,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.100 UTC,1618711607.100,2871,34.49497780,-116.95774090,21,3,0,0,-104,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.200 UTC,1618711607.200,2871,34.49497770,-116.95774090,21,3,0,0,136,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.300 UTC,1618711607.300,2871,34.49497770,-116.95774090,21,3,0,0,132,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.400 UTC,1618711607.400,2872,34.49497760,-116.95774090,21,3,0,0,-110,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.500 UTC,1618711607.500,2872,34.49497760,-116.95774100,21,3,0,0,28,0x03,1,13,18,188,4.025
Apr 17 2021 19:06:47.600 UTC,1618711607.600,2872,34.49497760,-116.95774090,21,3,0,0,53,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.700 UTC,1618711607.700,2871,34.49497760,-116.95774080,21,3,0,0,120,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.800 UTC,1618711607.800,2872,34.49497760,-116.95774090,21,3,0,0,-39,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:47.900 UTC,1618711607.900,2871,34.49497770,-116.95774090,21,3,0,0,24,0x03,1,13,19,188,4.025
Apr 17 2021 19:06:48.000 UTC,1618711608.000,2871,34.49497760,-116.95774080,21,3,0,0,153,0x03,1,13,20,188,4.025
Apr 17 2021 19:06:48.100 UTC,1618711608.100,2872,34.49497730,-116.95774160,21,3,5,5,-115,0x03,1,11,19,188,4.025
Apr 17 2021 19:06:48.200 UTC,1618711608.200,2872,34.49497790,-116.95774240,21,3,5,8,-7,0x03,1,8,16,188,4.025
Apr 17 2021 19:06:48.300 UTC,1618711608.300,2873,34.49498030,-116.95774380,21,3,12,11,-40,0x03,0,6,12,188,4.025
Apr 17 2021 19:06:48.400 UTC,1618711608.400,2875,34.49498080,-116.95774810,21,3,17,26,-110,0x03,0,5,10,188,4.025
Apr 17 2021 19:06:48.500 UTC,1618711608.500,2878,34.49497810,-116.95775960,20,3,46,47,-111,0x03,1,4,8,188,4.025
Apr 17 2021 19:06:48.500 UTC,1618711608.500,2878,34.49497810,-116.95775960,20,3,46,47,-111,0x03,1,4,8,188,4.025
Apr 17 2021 19:06:48.600 UTC,1618711608.600,2882,34.49497320,-116.95777700,19,3,63,54,-111,0x03,1,4,7,188,4.025
Apr 17 2021 19:06:48.700 UTC,1618711608.700,2884,34.49496900,-116.95779310,19,3,51,29,-108,0x03,1,4,7,181,4.025
Apr 17 2021 19:06:48.800 UTC,1618711608.800,2881,34.49497040,-116.95781040,19,3,58,-23,-78,0x03,0,4,6,181,4.026
Apr 17 2021 19:06:48.900 UTC,1618711608.900,2876,34.49497380,-116.95782840,19,3,55,-54,-78,0x03,0,4,7,181,4.026
Apr 17 2021 19:06:49.000 UTC,1618711609.000,2869,34.49497440,-116.95784240,19,3,36,-62,-93,0x03,0,4,7,181,4.026
Apr 17 2021 19:06:49.100 UTC,1618711609.100,2860,34.49497070,-116.95784480,18,3,19,-82,167,0x03,0,5,6,181,4.026
Apr 17 2021 19:06:49.200 UTC,1618711609.200,2850,34.49497130,-116.95784400,18,3,7,-97,-2,0x03,0,5,6,181,4.026
Apr 17 2021 19:06:49.300 UTC,1618711609.300,2835,34.49497190,-116.95785300,17,3,49,-144,-95,0x03,0,3,6,181,4.026
Apr 17 2021 19:06:50.700 UTC,1618711610.700,3441,34.49507170,-116.95784780,7,3,78,939,41,0x03,1,7,7,167,4.026
Apr 17 2021 19:06:50.800 UTC,1618711610.800,3608,34.49510070,-116.95787660,9,3,86,1039,44,0x03,2,9,9,154,4.025
Apr 17 2021 19:06:51.000 UTC,1618711611.000,3862,34.49522050,-116.95794440,8,3,85,1045,45,0x03,3,5,8,154,4.025
Apr 17 2021 19:06:51.100 UTC,1618711611.100,3986,34.49526300,-116.95793460,9,3,85,1036,45,0x03,3,6,9,154,4.025
Apr 17 2021 19:06:51.200 UTC,1618711611.200,4109,34.49528640,-116.95792550,10,3,87,1027,46,0x03,0,6,10,154,4.025
Apr 17 2021 19:06:51.300 UTC,1618711611.300,4223,34.49530400,-116.95789750,9,3,84,1014,46,0x03,0,9,9,154,4.025
Apr 17 2021 19:06:51.400 UTC,1618711611.400,4345,34.49532230,-116.95785400,11,3,83,1002,45,0x03,0,11,11,154,4.025
Apr 17 2021 19:06:51.500 UTC,1618711611.500,4455,34.49533190,-116.95782160,7,3,82,989,45,0x03,0,7,7,154,4.025
Apr 17 2021 19:06:51.600 UTC,1618711611.600,4566,34.49534740,-116.95780570,7,3,80,973,45,0x03,0,6,7,154,4.025
Apr 17 2021 19:06:51.700 UTC,1618711611.700,4681,34.49537190,-116.95781120,7,3,79,962,45,0x03,1,5,7,159,4.025
Apr 17 2021 19:06:51.800 UTC,1618711611.800,4795,34.49539690,-116.95778680,7,3,78,949,44,0x03,1,6,7,159,4.025
Apr 17 2021 19:06:51.900 UTC,1618711611.900,4907,34.49542160,-116.95775960,7,3,78,939,44,0x03,3,6,7,159,4.025
Apr 17 2021 19:06:52.000 UTC,1618711612.000,5020,34.49544850,-116.95772830,7,3,79,930,44,0x03,2,5,7,159,4.025
Apr 17 2021 19:06:52.100 UTC,1618711612.100,5148,34.49548100,-116.95768780,13,3,79,924,45,0x03,0,9,13,159,4.025
Apr 17 2021 19:06:52.200 UTC,1618711612.200,5256,34.49550980,-116.95764590,8,3,77,910,45,0x03,0,8,8,159,4.025
Apr 17 2021 19:06:52.300 UTC,1618711612.300,5370,34.49552590,-116.95761680,8,3,76,898,45,0x03,0,8,8,159,4.025
Apr 17 2021 19:06:52.400 UTC,1618711612.400,5484,34.49554670,-116.95758330,8,3,75,888,45,0x03,0,8,8,159,4.025
Apr 17 2021 19:06:52.500 UTC,1618711612.500,5596,34.49556310,-116.95755760,8,3,74,877,45,0x03,1,8,8,159,4.025
Apr 17 2021 19:06:52.600 UTC,1618711612.600,5729,34.49557980,-116.95752170,15,3,74,869,44,0x03,5,12,15,159,4.025
Apr 17 2021 19:06:52.700 UTC,1618711612.700,5844,34.49559310,-116.95750280,7,3,71,857,44,0x03,4,6,7,157,4.025
Apr 17 2021 19:06:52.800 UTC,1618711612.800,5970,34.49561010,-116.95747120,9,3,72,848,44,0x03,4,8,9,157,4.026
Apr 17 2021 19:06:52.900 UTC,1618711612.900,6094,34.49563280,-116.95742120,11,3,72,840,44,0x03,3,10,11,157,4.026
Apr 17 2021 19:06:53.000 UTC,1618711613.000,6236,34.49566440,-116.95736070,11,3,72,831,44,0x03,0,9,11,157,4.026
Apr 17 2021 19:06:53.100 UTC,1618711613.100,6365,34.49568730,-116.95730610,11,3,71,822,45,0x03,1,11,11,157,4.026
Apr 17 2021 19:06:53.200 UTC,1618711613.200,6502,34.49571250,-116.95724240,11,3,70,812,45,0x03,2,11,11,157,4.026
Apr 17 2021 19:06:53.300 UTC,1618711613.300,6642,34.49573700,-116.95718300,12,3,69,803,45,0x03,3,11,12,157,4.026
Apr 17 2021 19:06:53.400 UTC,1618711613.400,6791,34.49575260,-116.95714040,11,3,69,795,45,0x03,3,10,11,157,4.026
Apr 17 2021 19:06:53.500 UTC,1618711613.500,6932,34.49575750,-116.95711570,11,3,68,787,45,0x03,4,8,11,157,4.026
Apr 17 2021 19:06:53.600 UTC,1618711613.600,7072,34.49576280,-116.95709210,11,3,67,778,45,0x03,3,7,11,157,4.026
Apr 17 2021 19:06:53.700 UTC,1618711613.700,7234,34.49576320,-116.95704120,13,3,67,770,44,0x03,6,10,13,155,4.026
Apr 17 2021 19:06:53.800 UTC,1618711613.800,7363,34.49576710,-116.95700780,13,3,67,762,44,0x03,5,10,13,155,4.026
Apr 17 2021 19:06:53.900 UTC,1618711613.900,7487,34.49577150,-116.95697560,14,3,66,755,44,0x03,4,11,14,155,4.026
Apr 17 2021 19:06:54.000 UTC,1618711614.000,7597,34.49578130,-116.95694290,15,3,67,748,44,0x03,1,10,15,155,4.026
Apr 17 2021 19:06:54.100 UTC,1618711614.100,7710,34.49579170,-116.95690130,12,3,66,739,44,0x03,1,11,12,155,4.026
Apr 17 2021 19:06:54.200 UTC,1618711614.200,7819,34.49580200,-116.95685980,13,3,65,731,45,0x03,2,13,13,155,4.026
Apr 17 2021 19:06:54.300 UTC,1618711614.300,7931,34.49581150,-116.95681930,13,3,65,723,45,0x03,3,13,13,155,4.026
Apr 17 2021 19:06:54.400 UTC,1618711614.400,8034,34.49582240,-116.95678520,13,3,64,716,46,0x03,5,12,13,155,4.026
Apr 17 2021 19:06:54.500 UTC,1618711614.500,8138,34.49583640,-116.95676120,13,3,63,709,45,0x03,5,13,13,155,4.026
Apr 17 2021 19:06:54.600 UTC,1618711614.600,8239,34.49585090,-116.95673810,15,3,62,702,45,0x03,6,12,15,155,4.026
Apr 17 2021 19:06:54.700 UTC,1618711614.700,8334,34.49586410,-116.95671580,16,3,62,695,45,0x03,7,12,16,155,4.026
Apr 17 2021 19:06:54.800 UTC,1618711614.800,8419,34.49587520,-116.95669740,16,3,62,687,45,0x03,7,13,16,155,4.025
Apr 17 2021 19:06:54.900 UTC,1618711614.900,8498,34.49588600,-116.95668110,16,3,62,681,45,0x03,6,13,16,155,4.025
Apr 17 2021 19:06:55.000 UTC,1618711615.000,8574,34.49589700,-116.95666480,16,3,61,674,44,0x03,4,13,16,155,4.025
Apr 17 2021 19:06:55.100 UTC,1618711615.100,8648,34.49590770,-116.95664900,16,3,62,668,45,0x03,1,11,16,155,4.025
Apr 17 2021 19:06:55.200 UTC,1618711615.200,8721,34.49591980,-116.95663130,16,3,61,661,45,0x03,1,14,16,155,4.025
Apr 17 2021 19:06:55.300 UTC,1618711615.300,8794,34.49593240,-116.95661130,16,3,61,653,45,0x03,3,15,16,155,4.025
Apr 17 2021 19:06:55.400 UTC,1618711615.400,8868,34.49594530,-116.95659040,16,3,60,647,45,0x03,4,15,16,155,4.025
Apr 17 2021 19:06:55.500 UTC,1618711615.500,8942,34.49595870,-116.95657110,17,3,60,640,45,0x03,5,16,17,155,4.025
Apr 17 2021 19:06:55.600 UTC,1618711615.600,9017,34.49597480,-116.95655350,17,3,59,634,46,0x03,6,15,17,155,4.025
Apr 17 2021 19:06:55.700 UTC,1618711615.700,9090,34.49599060,-116.95653710,17,3,59,628,46,0x03,7,15,17,150,4.025
Apr 17 2021 19:06:55.800 UTC,1618711615.800,9160,34.49600500,-116.95652120,16,3,58,622,46,0x03,7,12,16,150,4.025
Apr 17 2021 19:06:55.900 UTC,1618711615.900,9229,34.49601810,-116.95650520,17,3,58,615,45,0x03,7,12,17,150,4.025
Apr 17 2021 19:06:56.000 UTC,1618711616.000,9294,34.49602980,-116.95649040,16,3,58,609,45,0x03,5,12,16,150,4.025
Apr 17 2021 19:06:56.100 UTC,1618711616.100,9356,34.49604060,-116.95647710,14,3,58,603,45,0x03,5,10,13,150,4.025
Apr 17 2021 19:06:56.200 UTC,1618711616.200,9419,34.49605180,-116.95646310,17,3,57,597,45,0x03,5,13,16,150,4.025
Apr 17 2021 19:06:56.300 UTC,1618711616.300,9480,34.49606290,-116.95644910,17,3,57,591,45,0x03,2,14,16,150,4.025
Apr 17 2021 19:06:56.400 UTC,1618711616.400,9542,34.49607350,-116.95643490,18,3,57,586,45,0x03,0,14,18,150,4.025
Apr 17 2021 19:06:56.500 UTC,1618711616.500,9602,34.49608410,-116.95642050,18,3,57,579,45,0x03,0,15,18,150,4.025
Apr 17 2021 19:06:56.600 UTC,1618711616.600,9662,34.49609450,-116.95640580,18,3,56,574,45,0x03,1,16,18,150,4.025
Apr 17 2021 19:06:56.700 UTC,1618711616.700,9722,34.49610530,-116.95639130,18,3,56,568,46,0x03,3,16,18,156,4.025
Apr 17 2021 19:06:56.800 UTC,1618711616.800,9782,34.49611570,-116.95637700,18,3,56,562,46,0x03,4,15,18,156,4.027
Apr 17 2021 19:06:56.900 UTC,1618711616.900,9841,34.49612770,-116.95636280,17,3,55,556,46,0x03,6,14,17,156,4.027
Apr 17 2021 19:06:57.000 UTC,1618711617.000,9900,34.49613950,-116.95634910,18,3,55,550,46,0x03,7,16,18,156,4.027
Apr 17 2021 19:06:57.100 UTC,1618711617.100,9958,34.49615220,-116.95633520,18,3,54,545,46,0x03,6,13,18,156,4.027
Apr 17 2021 19:06:57.200 UTC,1618711617.200,10016,34.49616470,-116.95632150,19,3,54,539,45,0x03,7,12,19,156,4.027
Apr 17 2021 19:06:57.300 UTC,1618711617.300,10073,34.49617630,-116.95630760,18,3,54,534,45,0x03,6,12,18,156,4.027
Apr 17 2021 19:06:57.400 UTC,1618711617.400,10128,34.49618700,-116.95629450,18,3,54,528,45,0x03,5,13,18,156,4.027
Apr 17 2021 19:06:57.500 UTC,1618711617.500,10182,34.49619760,-116.95628160,18,3,54,523,45,0x03,5,14,17,156,4.027
Apr 17 2021 19:06:57.600 UTC,1618711617.600,10235,34.49620810,-116.95626870,16,3,54,518,45,0x03,4,13,15,156,4.027
Apr 17 2021 19:06:57.700 UTC,1618711617.700,10288,34.49621860,-116.95625590,16,3,53,513,45,0x03,2,13,15,143,4.027
Apr 17 2021 19:06:57.800 UTC,1618711617.800,10340,34.49622890,-116.95624280,17,3,54,507,45,0x03,0,14,17,143,4.027
Apr 17 2021 19:06:57.900 UTC,1618711617.900,10391,34.49623920,-116.95622970,18,3,53,502,45,0x03,0,14,18,143,4.027
Apr 17 2021 19:06:58.000 UTC,1618711618.000,10442,34.49624940,-116.95621660,18,3,53,497,45,0x03,1,16,18,143,4.027
Apr 17 2021 19:06:58.100 UTC,1618711618.100,10493,34.49625960,-116.95620350,17,3,53,492,45,0x03,2,15,17,143,4.027
Apr 17 2021 19:06:58.200 UTC,1618711618.200,10543,34.49627000,-116.95619040,19,3,52,487,45,0x03,3,17,19,143,4.027
Apr 17 2021 19:06:58.300 UTC,1618711618.300,10594,34.49628060,-116.95617730,19,3,52,481,46,0x03,5,17,19,143,4.027
Apr 17 2021 19:06:58.400 UTC,1618711618.400,10643,34.49629130,-116.95616420,18,3,52,476,46,0x03,5,15,18,143,4.027
Apr 17 2021 19:06:58.500 UTC,1618711618.500,10693,34.49630240,-116.95615160,18,3,51,472,46,0x03,6,15,18,143,4.027
Apr 17 2021 19:06:58.600 UTC,1618711618.600,10742,34.49631410,-116.95613900,18,3,51,467,46,0x03,7,13,18,143,4.027
Apr 17 2021 19:06:58.700 UTC,1618711618.700,10791,34.49632520,-116.95612630,18,3,51,462,46,0x03,7,12,18,154,4.027
Apr 17 2021 19:06:58.800 UTC,1618711618.800,10838,34.49633600,-116.95611370,17,3,51,457,45,0x03,7,12,17,154,4.025
Apr 17 2021 19:06:58.900 UTC,1618711618.900,10885,34.49634660,-116.95610120,18,3,51,452,45,0x03,6,13,18,154,4.025
Apr 17 2021 19:06:59.000 UTC,1618711619.000,10931,34.49635660,-116.95608880,18,3,50,447,45,0x03,6,14,18,154,4.025
Apr 17 2021 19:07:00.100 UTC,1618711620.100,11405,34.49646580,-116.95595370,18,3,49,397,46,0x03,5,15,18,153,4.025
Apr 17 2021 19:06:59.200 UTC,1618711619.200,11021,34.49637630,-116.95606420,18,3,50,438,45,0x03,5,15,17,154,4.025
Apr 17 2021 19:06:59.300 UTC,1618711619.300,11066,34.49638620,-116.95605200,18,3,51,433,45,0x03,3,15,17,154,4.025
Apr 17 2021 19:06:59.400 UTC,1618711619.400,11109,34.49639610,-116.95603960,19,3,50,429,45,0x03,1,16,19,154,4.025
Apr 17 2021 19:06:59.500 UTC,1618711619.500,11153,34.49640600,-116.95602720,19,3,50,424,45,0x03,1,16,19,154,4.025
Apr 17 2021 19:06:59.600 UTC,1618711619.600,11196,34.49641590,-116.95601480,19,3,50,419,45,0x03,3,15,19,154,4.025
Apr 17 2021 19:06:59.700 UTC,1618711619.700,11239,34.49642580,-116.95600250,19,3,50,415,45,0x03,2,17,19,153,4.025
Apr 17 2021 19:06:59.800 UTC,1618711619.800,11281,34.49643570,-116.95599020,19,3,50,410,45,0x03,2,17,19,153,4.025
Apr 17 2021 19:06:59.900 UTC,1618711619.900,11323,34.49644580,-116.95597800,19,3,50,406,45,0x03,3,18,19,153,4.025
Apr 17 2021 19:07:00.000 UTC,1618711620.000,11364,34.49645570,-116.95596580,19,3,49,401,46,0x03,5,17,19,153,4.025
Apr 17 2021 19:07:00.100 UTC,1618711620.100,11405,34.49646580,-116.95595370,18,3,49,397,46,0x03,5,15,18,153,4.025
Apr 17 2021 19:07:00.200 UTC,1618711620.200,11446,34.49647560,-116.95594170,19,3,49,393,46,0x03,5,16,19,153,4.025
Apr 17 2021 19:07:00.300 UTC,1618711620.300,11486,34.49648600,-116.95592990,19,3,49,388,46,0x03,6,16,19,153,4.025
Apr 17 2021 19:07:00.400 UTC,1618711620.400,11526,34.49649640,-116.95591800,19,3,49,384,46,0x03,6,15,19,153,4.025
Apr 17 2021 19:07:00.500 UTC,1618711620.500,11566,34.49650660,-116.95590620,19,3,48,379,46,0x03,7,14,18,153,4.025
Apr 17 2021 19:07:00.600 UTC,1618711620.600,11605,34.49651650,-116.95589430,19,3,48,375,45,0x03,7,14,19,153,4.025
Apr 17 2021 19:07:00.700 UTC,1618711620.700,11643,34.49652640,-116.95588250,18,3,48,371,46,0x03,6,14,18,152,4.025
Apr 17 2021 19:07:00.800 UTC,1618711620.800,11681,34.49653590,-116.95587080,18,3,48,366,45,0x03,5,14,18,152,4.027
Apr 17 2021 19:07:00.900 UTC,1618711620.900,11718,34.49654540,-116.95585920,18,3,48,362,45,0x03,6,14,18,152,4.027
Apr 17 2021 19:07:01.000 UTC,1618711621.000,11755,34.49655480,-116.95584760,18,3,48,358,45,0x03,5,15,17,152,4.027
Apr 17 2021 19:07:02.100 UTC,1618711622.100,12127,34.49665740,-116.95572010,20,3,47,313,45,0x03,3,19,20,155,4.027
Apr 17 2021 19:07:01.200 UTC,1618711621.200,11826,34.49657360,-116.95582420,19,3,48,350,45,0x03,3,16,18,152,4.027
Apr 17 2021 19:07:01.300 UTC,1618711621.300,11862,34.49658320,-116.95581240,19,3,48,346,45,0x03,2,16,18,152,4.027
Apr 17 2021 19:07:01.400 UTC,1618711621.400,11897,34.49659270,-116.95580060,20,3,48,341,46,0x03,2,17,20,152,4.027
Apr 17 2021 19:07:01.500 UTC,1618711621.500,11931,34.49660200,-116.95578900,20,3,48,337,45,0x03,1,20,20,152,4.027
Apr 17 2021 19:07:01.600 UTC,1618711621.600,11965,34.49661130,-116.95577740,20,3,48,334,45,0x03,1,18,20,152,4.027
Apr 17 2021 19:07:01.700 UTC,1618711621.700,11998,34.49662060,-116.95576590,20,3,48,329,45,0x03,1,18,20,155,4.027
Apr 17 2021 19:07:01.800 UTC,1618711621.800,12031,34.49662990,-116.95575440,21,3,48,325,45,0x03,1,19,21,155,4.027
Apr 17 2021 19:07:01.900 UTC,1618711621.900,12064,34.49663910,-116.95574290,21,3,48,321,46,0x03,2,18,21,155,4.027
Apr 17 2021 19:07:02.000 UTC,1618711622.000,12096,34.49664830,-116.95573150,21,3,47,317,45,0x03,4,19,21,155,4.027
Apr 17 2021 19:07:02.100 UTC,1618711622.100,12127,34.49665740,-116.95572010,20,3,47,313,45,0x03,3,19,20,155,4.027
Apr 17 2021 19:07:02.200 UTC,1618711622.200,12159,34.49666670,-116.95570860,21,3,47,309,45,0x03,4,18,21,155,4.027
Apr 17 2021 19:07:02.300 UTC,1618711622.300,12190,34.49667600,-116.95569720,21,3,47,305,46,0x03,7,18,21,155,4.027
Apr 17 2021 19:07:02.400 UTC,1618711622.400,12221,34.49668560,-116.95568580,20,3,47,302,46,0x03,8,17,19,155,4.027
